adjective,category,created_at,id,modifier,name,price
,device,2013-09-21 06:18:41,3099.0,refill,device refill,40.0
extra-strength,device,2013-10-25 20:33:50,647.0,how-to-manual,extra-strength device how-to-manual,0.0
industrial-strength,instrument,2013-06-29 14:35:53,2584.0,,industrial-strength instrument,132.0
extra-strength,device,2013-10-18 20:38:53,1299.0,wrapper,extra-strength device wrapper,40.0
prize-winning,widget,2013-07-01 06:18:34,3979.0,wrapper,prize-winning widget wrapper,1.3200000000000003
extra-strength,gadget,2013-03-16 08:22:04,2052.0,carrying_case,extra-strength gadget carrying_case,106.8
aerodynamic,mechanism,2014-01-28 09:38:34,2967.0,refill,aerodynamic mechanism refill,16.799999999999997
glossy,dongle,2013-12-07 11:32:17,265.0,,glossy dongle,36.0
extra-strength,apparatus,2013-11-26 08:58:27,1327.0,charger,extra-strength apparatus charger,120.0
,gadget,2013-10-04 07:31:19,3236.0,carrying_case,gadget carrying_case,53.4
,apparatus,2013-08-27 03:07:18,604.0,wrapper,apparatus wrapper,120.0
,instrument,2014-02-07 00:07:04,2904.0,refill,instrument refill,35.2
miniature,tool,2013-09-30 06:00:47,3799.0,,miniature tool,13.750000000000002
miniature,module,2013-07-21 05:34:19,3854.0,cleaner,miniature module cleaner,33.0
aerodynamic,dongle,2013-06-12 10:22:34,1021.0,opener,aerodynamic dongle opener,21.0
organic,apparatus,2013-06-06 09:41:27,3841.0,,organic apparatus,450.0
glossy,contraption,2013-03-13 10:35:44,3640.0,how-to-manual,glossy contraption how-to-manual,0.0
digital,contraption,2013-10-19 10:47:08,1079.0,charger,digital contraption charger,55.00000000000001
reflective,gadget,2013-10-30 07:50:01,756.0,warmer,reflective gadget warmer,127.27000000000001
organic,widget,2013-07-19 22:16:14,818.0,,organic widget,4.5
extra-strength,contraption,2013-10-21 18:42:52,3482.0,opener,extra-strength contraption opener,250.0
industrial-strength,module,2014-02-16 12:14:38,21.0,wrapper,industrial-strength module wrapper,120.0
fuzzy,contraption,2013-09-05 19:28:31,1243.0,refill,fuzzy contraption refill,200.0
industrial-strength,mechanism,2014-02-06 19:56:51,589.0,,industrial-strength mechanism,45.0
organic,mechanism,2013-07-17 06:08:58,659.0,how-to-manual,organic mechanism how-to-manual,0.0
matte,instrument,2013-08-17 13:38:14,1071.0,refill,matte instrument refill,44.0
reflective,widget,2014-01-18 16:17:47,1482.0,refill,reflective widget refill,3.1200000000000006
aerodynamic,device,2013-06-20 03:25:36,1140.0,how-to-manual,aerodynamic device how-to-manual,0.0
analog,mechanism,2013-11-14 12:35:50,1177.0,warmer,analog mechanism warmer,14.85
organic,tool,2013-04-24 02:17:38,968.0,wrapper,organic tool wrapper,15.0
digital,tool,2013-08-16 20:59:16,3049.0,refill,digital tool refill,22.0
extra-strength,module,2013-05-24 08:01:07,2454.0,how-to-manual,extra-strength module how-to-manual,0.0
fuzzy,widget,2013-08-24 04:00:11,3859.0,,fuzzy widget,3.0
industrial-strength,instrument,2013-08-01 22:02:44,2400.0,,industrial-strength instrument,132.0
organic,gadget,2014-01-27 01:44:08,3147.0,carrying_case,organic gadget carrying_case,80.1
aerodynamic,device,2013-12-21 18:21:59,1124.0,warmer,aerodynamic device warmer,77.0
,dongle,2013-11-06 11:36:20,665.0,,dongle,30.0
analog,contraption,2013-09-15 16:45:42,1805.0,,analog contraption,225.0
,instrument,2013-12-18 12:52:04,2996.0,carrying_case,instrument carrying_case,26.4
prize-winning,widget,2013-08-29 17:37:02,1792.0,,prize-winning widget,3.3000000000000003
,module,2013-12-07 09:23:24,1160.0,how-to-manual,module how-to-manual,0.0
,instrument,2013-05-27 05:03:08,1829.0,warmer,instrument warmer,48.400000000000006
extra-strength,gadget,2014-02-09 14:33:53,3673.0,,extra-strength gadget,178.0
industrial-strength,widget,2013-10-16 00:00:32,1392.0,carrying_case,industrial-strength widget carrying_case,5.3999999999999995
industrial-strength,widget,2013-07-10 19:12:03,3435.0,cleaner,industrial-strength widget cleaner,5.3999999999999995
glossy,mechanism,2014-02-05 19:03:47,3701.0,,glossy mechanism,18.0
industrial-strength,contraption,2013-06-15 12:03:20,934.0,warmer,industrial-strength contraption warmer,825.0
,module,2014-01-21 01:22:26,1042.0,opener,module opener,50.0
analog,contraption,2013-04-28 11:05:49,896.0,,analog contraption,225.0
aerodynamic,tool,2013-07-19 15:47:18,1400.0,storage_unit,aerodynamic tool storage_unit,87.5
rechargable,instrument,2013-07-14 20:42:40,1623.0,,rechargable instrument,57.2
analog,device,2013-09-28 20:13:25,3564.0,,analog device,45.0
prize-winning,instrument,2013-05-11 15:22:42,1212.0,storage_unit,prize-winning instrument storage_unit,121.00000000000001
matte,widget,2013-03-19 17:20:31,138.0,refill,matte widget refill,3.0000000000000004
,contraption,2013-05-14 18:17:49,3839.0,storage_unit,contraption storage_unit,625.0
reflective,instrument,2013-11-28 05:09:12,908.0,opener,reflective instrument opener,28.6
,widget,2013-10-14 21:05:40,2806.0,how-to-manual,widget how-to-manual,0.0
,apparatus,2013-10-29 22:48:37,941.0,cleaner,apparatus cleaner,180.0
rechargable,mechanism,2013-04-05 01:57:02,903.0,refill,rechargable mechanism refill,15.600000000000001
rechargable,device,2013-05-14 09:46:35,2332.0,,rechargable device,65.0
reflective,apparatus,2013-04-29 13:17:02,208.0,refill,reflective apparatus refill,312.0
prize-winning,mechanism,2013-04-22 16:32:46,3004.0,cleaner,prize-winning mechanism cleaner,9.9
fuzzy,apparatus,2013-12-08 08:05:54,2597.0,charger,fuzzy apparatus charger,60.0
miniature,mechanism,2013-08-16 22:45:11,2600.0,wrapper,miniature mechanism wrapper,3.3000000000000003
miniature,dongle,2013-04-21 04:34:53,2712.0,wrapper,miniature dongle wrapper,6.6000000000000005
industrial-strength,instrument,2013-03-10 19:15:13,3819.0,,industrial-strength instrument,132.0
miniature,apparatus,2013-03-02 07:33:21,1455.0,how-to-manual,miniature apparatus how-to-manual,0.0
,gadget,2013-04-02 02:55:17,564.0,wrapper,gadget wrapper,35.6
,widget,2013-03-01 15:37:58,460.0,carrying_case,widget carrying_case,1.7999999999999998
aerodynamic,instrument,2013-02-26 07:50:03,1962.0,refill,aerodynamic instrument refill,49.28
reflective,instrument,2013-05-22 02:07:21,3586.0,,reflective instrument,57.2
,instrument,2013-12-10 12:14:53,3676.0,,instrument,44.0
glossy,mechanism,2013-04-03 15:26:39,2495.0,storage_unit,glossy mechanism storage_unit,45.0
,apparatus,2013-06-30 17:59:09,525.0,opener,apparatus opener,150.0
,module,2014-01-03 11:15:21,2204.0,storage_unit,module storage_unit,250.0
prize-winning,gadget,2013-10-09 20:53:12,722.0,,prize-winning gadget,97.9
,dongle,2014-01-22 13:08:49,2248.0,warmer,dongle warmer,33.0
extra-strength,tool,2013-09-09 14:28:50,2160.0,carrying_case,extra-strength tool carrying_case,30.0
organic,mechanism,2013-11-25 00:58:35,1575.0,wrapper,organic mechanism wrapper,9.0
prize-winning,mechanism,2013-09-29 00:03:03,2047.0,refill,prize-winning mechanism refill,13.200000000000001
reflective,device,2013-12-08 17:40:52,1404.0,how-to-manual,reflective device how-to-manual,0.0
fuzzy,dongle,2013-10-28 11:26:34,3216.0,charger,fuzzy dongle charger,6.0
,device,2013-07-12 13:40:39,3043.0,how-to-manual,device how-to-manual,0.0
,instrument,2013-09-27 10:54:19,1921.0,charger,instrument charger,8.8
aerodynamic,device,2013-09-23 04:43:16,3424.0,charger,aerodynamic device charger,14.0
prize-winning,mechanism,2014-02-16 22:34:29,3950.0,charger,prize-winning mechanism charger,3.3000000000000003
matte,contraption,2013-09-07 15:56:49,1516.0,,matte contraption,312.5
miniature,apparatus,2013-07-02 22:10:57,2691.0,,miniature apparatus,165.0
industrial-strength,tool,2013-12-01 03:29:33,733.0,how-to-manual,industrial-strength tool how-to-manual,0.0
analog,contraption,2013-12-26 19:19:54,221.0,opener,analog contraption opener,112.5
glossy,contraption,2013-10-08 18:58:26,1304.0,,glossy contraption,300.0
aerodynamic,tool,2013-07-21 07:11:57,1439.0,,aerodynamic tool,35.0
miniature,apparatus,2013-04-19 00:55:44,105.0,wrapper,miniature apparatus wrapper,66.0
,apparatus,2013-04-17 12:33:50,3243.0,warmer,apparatus warmer,330.0
industrial-strength,device,2013-10-09 12:51:27,3531.0,,industrial-strength device,150.0
extra-strength,tool,2013-04-19 19:24:40,320.0,carrying_case,extra-strength tool carrying_case,30.0
aerodynamic,contraption,2013-06-12 19:56:31,15.0,,aerodynamic contraption,350.0
,gadget,2013-07-27 12:03:07,384.0,warmer,gadget warmer,97.9
prize-winning,dongle,2013-07-29 06:23:16,1041.0,warmer,prize-winning dongle warmer,36.300000000000004
industrial-strength,device,2013-06-07 21:16:14,2961.0,,industrial-strength device,150.0
analog,widget,2013-06-27 10:14:00,156.0,,analog widget,2.7
analog,widget,2013-08-23 02:45:47,760.0,,analog widget,2.7
reflective,contraption,2013-04-18 11:54:51,3932.0,refill,reflective contraption refill,260.0
rechargable,tool,2013-10-06 13:18:45,715.0,,rechargable tool,32.5
extra-strength,device,2013-04-19 01:07:43,276.0,,extra-strength device,100.0
industrial-strength,module,2013-10-20 17:21:15,351.0,wrapper,industrial-strength module wrapper,120.0
reflective,mechanism,2014-01-31 16:13:44,2755.0,warmer,reflective mechanism warmer,21.45
rechargable,dongle,2013-12-13 20:48:04,3572.0,cleaner,rechargable dongle cleaner,23.400000000000002
aerodynamic,contraption,2013-10-30 12:41:30,2271.0,refill,aerodynamic contraption refill,280.0
,widget,2013-10-31 03:07:08,2463.0,,widget,3.0
prize-winning,tool,2013-05-26 13:46:02,2757.0,opener,prize-winning tool opener,13.750000000000002
analog,apparatus,2013-03-11 09:55:02,2539.0,,analog apparatus,270.0
rechargable,mechanism,2013-09-09 04:10:59,3903.0,,rechargable mechanism,19.5
miniature,device,2013-05-20 04:39:16,463.0,,miniature device,27.500000000000004
miniature,gadget,2013-07-11 15:08:34,2778.0,,miniature gadget,48.95
extra-strength,instrument,2013-05-18 09:55:23,2128.0,,extra-strength instrument,88.0
extra-strength,device,2013-06-07 03:01:22,632.0,warmer,extra-strength device warmer,110.00000000000001
rechargable,device,2013-09-23 15:49:10,3812.0,cleaner,rechargable device cleaner,39.0
digital,dongle,2013-07-20 19:42:43,1741.0,,digital dongle,33.0
aerodynamic,tool,2013-07-18 20:34:04,2549.0,,aerodynamic tool,35.0
analog,tool,2013-07-21 07:49:05,2143.0,,analog tool,22.5
prize-winning,module,2013-03-01 14:12:41,162.0,,prize-winning module,110.00000000000001
extra-strength,widget,2013-12-22 01:48:28,2496.0,opener,extra-strength widget opener,3.0
miniature,module,2013-04-29 20:47:08,3341.0,warmer,miniature module warmer,60.500000000000014
prize-winning,contraption,2014-01-23 01:13:36,3752.0,opener,prize-winning contraption opener,137.5
extra-strength,instrument,2013-04-05 14:31:04,1061.0,charger,extra-strength instrument charger,17.6
digital,mechanism,2013-06-10 01:57:31,493.0,charger,digital mechanism charger,3.3000000000000003
industrial-strength,instrument,2014-02-05 05:36:57,528.0,wrapper,industrial-strength instrument wrapper,52.800000000000004
extra-strength,mechanism,2013-08-12 09:15:17,1135.0,,extra-strength mechanism,30.0
,instrument,2013-10-25 12:11:34,1762.0,,instrument,44.0
industrial-strength,widget,2013-12-14 01:23:07,2456.0,storage_unit,industrial-strength widget storage_unit,22.5
analog,dongle,2013-08-28 00:11:37,1409.0,,analog dongle,27.0
reflective,dongle,2014-02-04 20:07:29,1058.0,warmer,reflective dongle warmer,42.9
,device,2013-10-19 08:20:09,3042.0,,device,50.0
reflective,widget,2014-02-20 05:10:32,182.0,,reflective widget,3.9000000000000004
reflective,module,2014-01-18 09:07:25,2624.0,refill,reflective module refill,104.0
extra-strength,widget,2014-01-31 05:07:10,691.0,opener,extra-strength widget opener,3.0
extra-strength,dongle,2013-09-24 12:56:50,943.0,,extra-strength dongle,60.0
industrial-strength,contraption,2014-01-14 15:42:03,669.0,storage_unit,industrial-strength contraption storage_unit,1875.0
analog,mechanism,2013-10-18 03:12:03,2038.0,,analog mechanism,13.5
glossy,tool,2013-05-29 08:46:38,3825.0,,glossy tool,30.0
,device,2013-09-20 14:10:38,2552.0,,device,50.0
rechargable,contraption,2013-04-01 12:42:43,2225.0,storage_unit,rechargable contraption storage_unit,812.5
matte,module,2013-10-17 18:29:54,573.0,wrapper,matte module wrapper,50.0
fuzzy,gadget,2013-07-31 04:02:59,758.0,cleaner,fuzzy gadget cleaner,53.4
digital,mechanism,2013-03-06 00:12:04,3766.0,wrapper,digital mechanism wrapper,6.6000000000000005
glossy,widget,2013-03-10 09:37:00,689.0,,glossy widget,3.5999999999999996
aerodynamic,contraption,2013-10-27 11:16:19,2968.0,charger,aerodynamic contraption charger,70.0
matte,contraption,2014-01-21 09:06:52,3585.0,,matte contraption,312.5
industrial-strength,apparatus,2013-08-16 04:05:49,817.0,,industrial-strength apparatus,900.0
,apparatus,2013-06-22 06:15:47,1126.0,,apparatus,300.0
rechargable,tool,2013-12-23 08:19:23,2889.0,,rechargable tool,32.5
extra-strength,module,2013-10-10 03:01:05,3608.0,,extra-strength module,200.0
industrial-strength,tool,2013-11-07 12:08:51,2854.0,wrapper,industrial-strength tool wrapper,30.0
,module,2013-09-29 17:58:45,266.0,,module,100.0
analog,mechanism,2013-08-21 04:16:37,2217.0,warmer,analog mechanism warmer,14.85
reflective,tool,2014-02-12 10:58:10,3428.0,opener,reflective tool opener,16.25
fuzzy,module,2013-12-10 05:51:09,2593.0,charger,fuzzy module charger,20.0
analog,apparatus,2013-10-31 17:12:31,992.0,opener,analog apparatus opener,135.0
prize-winning,instrument,2013-08-29 04:05:16,1111.0,opener,prize-winning instrument opener,24.200000000000003
rechargable,instrument,2013-06-16 14:13:58,2698.0,storage_unit,rechargable instrument storage_unit,143.0
matte,gadget,2013-05-19 23:20:52,1155.0,carrying_case,matte gadget carrying_case,66.75
extra-strength,device,2013-05-20 18:43:56,1096.0,how-to-manual,extra-strength device how-to-manual,0.0
analog,dongle,2013-05-31 13:13:33,2626.0,wrapper,analog dongle wrapper,10.8
reflective,device,2013-07-05 09:12:20,1501.0,storage_unit,reflective device storage_unit,162.5
aerodynamic,contraption,2014-02-01 21:05:51,661.0,,aerodynamic contraption,350.0
miniature,apparatus,2013-05-07 21:47:19,1048.0,refill,miniature apparatus refill,132.0
organic,gadget,2013-12-20 10:30:17,3874.0,wrapper,organic gadget wrapper,53.400000000000006
prize-winning,gadget,2013-03-20 04:39:35,3011.0,charger,prize-winning gadget charger,19.580000000000002
reflective,tool,2013-08-08 01:51:17,1532.0,refill,reflective tool refill,26.0
aerodynamic,tool,2013-05-12 12:42:29,357.0,,aerodynamic tool,35.0
miniature,mechanism,2013-09-25 16:50:41,2043.0,storage_unit,miniature mechanism storage_unit,20.625
extra-strength,apparatus,2013-06-05 05:39:29,3736.0,,extra-strength apparatus,600.0
industrial-strength,instrument,2013-12-24 14:23:50,3257.0,opener,industrial-strength instrument opener,66.0
reflective,tool,2013-06-03 05:19:18,706.0,storage_unit,reflective tool storage_unit,81.25
fuzzy,apparatus,2013-05-21 03:27:27,3391.0,,fuzzy apparatus,300.0
matte,module,2013-06-19 18:57:12,868.0,cleaner,matte module cleaner,75.0
,tool,2013-03-21 12:47:45,1210.0,how-to-manual,tool how-to-manual,0.0
digital,widget,2013-12-14 11:32:41,2588.0,,digital widget,3.3000000000000003
analog,device,2013-07-25 11:38:31,2004.0,wrapper,analog device wrapper,18.0
digital,widget,2013-06-20 05:07:53,1557.0,how-to-manual,digital widget how-to-manual,0.0
fuzzy,dongle,2013-11-30 22:14:46,51.0,storage_unit,fuzzy dongle storage_unit,75.0
analog,tool,2013-06-02 06:13:09,3864.0,refill,analog tool refill,18.0
digital,dongle,2013-07-25 02:35:12,1389.0,storage_unit,digital dongle storage_unit,82.5
aerodynamic,tool,2013-05-07 09:49:37,3609.0,refill,aerodynamic tool refill,28.0
prize-winning,apparatus,2013-11-14 20:35:59,3122.0,opener,prize-winning apparatus opener,165.0
fuzzy,widget,2014-02-03 06:46:18,1758.0,,fuzzy widget,3.0
matte,instrument,2013-05-09 12:02:08,1570.0,how-to-manual,matte instrument how-to-manual,0.0
aerodynamic,contraption,2013-05-13 14:24:05,2492.0,storage_unit,aerodynamic contraption storage_unit,875.0
prize-winning,instrument,2013-11-30 19:07:49,1469.0,,prize-winning instrument,48.400000000000006
aerodynamic,instrument,2013-09-02 04:13:32,1555.0,storage_unit,aerodynamic instrument storage_unit,154.0
extra-strength,contraption,2013-04-23 01:34:56,2609.0,how-to-manual,extra-strength contraption how-to-manual,0.0
aerodynamic,module,2013-09-20 19:18:57,1558.0,carrying_case,aerodynamic module carrying_case,84.0
rechargable,device,2013-10-02 07:20:37,2946.0,opener,rechargable device opener,32.5
reflective,module,2013-08-14 12:08:26,913.0,,reflective module,130.0
industrial-strength,module,2013-07-19 15:29:35,556.0,how-to-manual,industrial-strength module how-to-manual,0.0
organic,module,2013-03-03 00:20:19,1285.0,refill,organic module refill,120.0
organic,tool,2013-12-11 02:39:17,2414.0,,organic tool,37.5
matte,mechanism,2013-04-02 17:26:59,2408.0,how-to-manual,matte mechanism how-to-manual,0.0
organic,device,2013-07-17 18:43:28,2086.0,,organic device,75.0
analog,instrument,2013-10-01 01:18:34,3263.0,,analog instrument,39.6
glossy,mechanism,2013-04-27 19:25:24,2868.0,,glossy mechanism,18.0
prize-winning,mechanism,2013-12-17 16:12:42,774.0,refill,prize-winning mechanism refill,13.200000000000001
digital,module,2013-12-23 20:57:14,2442.0,storage_unit,digital module storage_unit,275.0
industrial-strength,instrument,2013-03-05 07:04:52,46.0,warmer,industrial-strength instrument warmer,145.20000000000002
extra-strength,apparatus,2013-05-04 23:57:22,134.0,,extra-strength apparatus,600.0
prize-winning,tool,2013-09-05 17:16:39,3322.0,,prize-winning tool,27.500000000000004
organic,widget,2013-02-25 14:54:20,3953.0,wrapper,organic widget wrapper,1.8000000000000003
fuzzy,contraption,2013-06-08 13:07:11,54.0,how-to-manual,fuzzy contraption how-to-manual,0.0
industrial-strength,gadget,2013-12-05 17:04:26,2543.0,wrapper,industrial-strength gadget wrapper,106.80000000000001
industrial-strength,apparatus,2013-05-26 14:35:14,2477.0,charger,industrial-strength apparatus charger,180.0
fuzzy,instrument,2013-03-10 14:49:36,787.0,,fuzzy instrument,44.0
reflective,module,2013-08-03 13:25:36,3441.0,warmer,reflective module warmer,143.00000000000003
rechargable,instrument,2013-10-02 04:58:34,285.0,carrying_case,rechargable instrument carrying_case,34.32
rechargable,instrument,2013-11-29 16:30:30,1494.0,,rechargable instrument,57.2
,tool,2013-08-08 06:18:32,641.0,cleaner,tool cleaner,15.0
organic,apparatus,2013-04-03 09:13:30,2550.0,,organic apparatus,450.0
industrial-strength,dongle,2013-11-08 14:44:01,96.0,how-to-manual,industrial-strength dongle how-to-manual,0.0
reflective,instrument,2013-06-27 16:27:08,3702.0,,reflective instrument,57.2
matte,contraption,2013-10-25 01:56:04,1601.0,refill,matte contraption refill,250.0
reflective,dongle,2013-04-18 08:25:19,1616.0,wrapper,reflective dongle wrapper,15.600000000000001
reflective,apparatus,2013-04-30 13:28:21,173.0,charger,reflective apparatus charger,78.0
rechargable,widget,2014-01-25 16:53:42,1230.0,warmer,rechargable widget warmer,4.290000000000001
industrial-strength,widget,2013-04-26 12:05:07,1682.0,charger,industrial-strength widget charger,1.8000000000000003
prize-winning,gadget,2013-06-23 23:28:20,2187.0,,prize-winning gadget,97.9
organic,gadget,2013-06-13 19:10:49,2986.0,carrying_case,organic gadget carrying_case,80.1
matte,tool,2013-07-22 04:54:08,1278.0,refill,matte tool refill,25.0
organic,apparatus,2013-09-22 03:33:20,771.0,charger,organic apparatus charger,90.0
reflective,dongle,2013-04-03 16:11:39,581.0,how-to-manual,reflective dongle how-to-manual,0.0
glossy,apparatus,2013-11-12 07:08:20,1097.0,wrapper,glossy apparatus wrapper,144.0
rechargable,instrument,2013-04-16 06:31:37,3901.0,refill,rechargable instrument refill,45.760000000000005
digital,widget,2013-09-26 10:45:45,3022.0,refill,digital widget refill,2.6400000000000006
glossy,widget,2013-03-06 21:57:35,366.0,,glossy widget,3.5999999999999996
extra-strength,device,2013-04-30 13:49:03,2243.0,,extra-strength device,100.0
organic,apparatus,2013-03-04 04:28:51,69.0,how-to-manual,organic apparatus how-to-manual,0.0
matte,tool,2013-10-21 16:55:38,2714.0,cleaner,matte tool cleaner,18.75
glossy,gadget,2013-09-22 12:21:28,3831.0,storage_unit,glossy gadget storage_unit,267.0
,device,2013-03-29 14:53:30,360.0,refill,device refill,40.0
prize-winning,contraption,2013-05-10 16:09:05,932.0,wrapper,prize-winning contraption wrapper,110.00000000000001
organic,gadget,2014-01-05 07:59:00,1361.0,,organic gadget,133.5
industrial-strength,gadget,2014-01-24 12:43:31,1185.0,opener,industrial-strength gadget opener,133.5
rechargable,apparatus,2013-08-19 02:06:48,2720.0,,rechargable apparatus,390.0
fuzzy,device,2013-08-07 21:45:00,473.0,cleaner,fuzzy device cleaner,30.0
fuzzy,mechanism,2013-05-27 18:21:39,563.0,how-to-manual,fuzzy mechanism how-to-manual,0.0
reflective,widget,2013-09-18 15:29:05,2250.0,warmer,reflective widget warmer,4.290000000000001
analog,device,2014-02-22 09:57:12,170.0,,analog device,45.0
industrial-strength,mechanism,2013-05-03 08:07:40,3235.0,carrying_case,industrial-strength mechanism carrying_case,27.0
fuzzy,instrument,2013-05-02 12:34:34,417.0,,fuzzy instrument,44.0
,tool,2014-02-20 00:43:46,3826.0,,tool,25.0
digital,instrument,2013-03-02 12:32:57,1424.0,how-to-manual,digital instrument how-to-manual,0.0
fuzzy,contraption,2013-11-16 15:45:36,19.0,refill,fuzzy contraption refill,200.0
reflective,gadget,2013-04-10 04:55:24,3407.0,,reflective gadget,115.7
digital,gadget,2013-12-05 00:21:24,268.0,,digital gadget,97.9
extra-strength,instrument,2013-05-24 16:56:25,2133.0,how-to-manual,extra-strength instrument how-to-manual,0.0
,dongle,2013-12-11 22:34:38,2556.0,,dongle,30.0
industrial-strength,module,2014-01-04 18:33:05,994.0,,industrial-strength module,300.0
,widget,2013-03-08 20:07:00,888.0,,widget,3.0
miniature,device,2013-11-18 12:10:38,2132.0,,miniature device,27.500000000000004
,device,2013-10-26 04:11:42,1700.0,wrapper,device wrapper,20.0
,apparatus,2013-03-19 21:29:54,2069.0,opener,apparatus opener,150.0
rechargable,dongle,2013-09-14 10:12:51,3193.0,refill,rechargable dongle refill,31.200000000000003
reflective,module,2014-01-17 20:06:49,631.0,cleaner,reflective module cleaner,78.0
organic,widget,2013-06-13 11:23:01,341.0,wrapper,organic widget wrapper,1.8000000000000003
matte,widget,2013-03-12 18:26:04,3077.0,opener,matte widget opener,1.875
industrial-strength,module,2013-10-06 02:09:02,260.0,refill,industrial-strength module refill,240.0
glossy,device,2013-03-01 19:15:32,928.0,charger,glossy device charger,12.0
organic,module,2013-05-04 22:59:22,3653.0,carrying_case,organic module carrying_case,90.0
industrial-strength,instrument,2013-03-26 12:20:50,1634.0,,industrial-strength instrument,132.0
fuzzy,instrument,2013-06-12 23:36:12,2426.0,opener,fuzzy instrument opener,22.0
aerodynamic,dongle,2013-04-30 07:17:24,1412.0,storage_unit,aerodynamic dongle storage_unit,105.0
organic,instrument,2013-10-19 12:56:40,3459.0,,organic instrument,66.0
digital,gadget,2014-01-23 12:33:22,1734.0,storage_unit,digital gadget storage_unit,244.75000000000003
rechargable,instrument,2013-03-24 06:01:33,3681.0,,rechargable instrument,57.2
fuzzy,device,2013-06-29 22:43:02,1373.0,charger,fuzzy device charger,10.0
organic,gadget,2014-02-13 20:09:36,3373.0,,organic gadget,133.5
miniature,instrument,2013-04-01 12:36:15,483.0,warmer,miniature instrument warmer,26.620000000000005
reflective,mechanism,2013-04-29 07:38:41,1817.0,storage_unit,reflective mechanism storage_unit,48.75
extra-strength,dongle,2013-12-29 18:14:44,3662.0,,extra-strength dongle,60.0
fuzzy,mechanism,2013-11-03 08:18:39,2331.0,opener,fuzzy mechanism opener,7.5
analog,contraption,2013-10-07 05:44:38,1807.0,how-to-manual,analog contraption how-to-manual,0.0
extra-strength,contraption,2013-02-24 22:31:57,1993.0,,extra-strength contraption,500.0
digital,dongle,2013-03-30 05:31:08,2179.0,,digital dongle,33.0
,instrument,2013-05-30 04:57:06,293.0,storage_unit,instrument storage_unit,110.0
fuzzy,instrument,2014-01-24 14:50:51,3436.0,refill,fuzzy instrument refill,35.2
organic,tool,2013-10-05 03:19:37,2269.0,,organic tool,37.5
,contraption,2013-04-22 15:25:37,3247.0,,contraption,250.0
,contraption,2013-09-29 03:31:30,880.0,warmer,contraption warmer,275.0
,module,2014-01-10 00:21:52,3692.0,storage_unit,module storage_unit,250.0
,dongle,2013-06-20 18:31:16,1945.0,,dongle,30.0
glossy,device,2013-04-23 11:04:09,1697.0,,glossy device,60.0
organic,contraption,2013-12-20 18:57:41,1834.0,,organic contraption,375.0
prize-winning,contraption,2013-08-08 04:01:01,3761.0,storage_unit,prize-winning contraption storage_unit,687.5
extra-strength,device,2013-08-15 20:54:36,3421.0,cleaner,extra-strength device cleaner,60.0
digital,gadget,2014-01-29 23:13:33,2835.0,opener,digital gadget opener,48.95
industrial-strength,device,2013-12-29 17:34:00,488.0,,industrial-strength device,150.0
prize-winning,tool,2013-08-31 13:24:42,1871.0,,prize-winning tool,27.500000000000004
organic,widget,2013-03-15 03:58:05,2390.0,refill,organic widget refill,3.6000000000000005
miniature,device,2013-03-13 04:45:31,1977.0,wrapper,miniature device wrapper,11.0
aerodynamic,gadget,2013-04-05 00:46:37,1548.0,,aerodynamic gadget,124.6
,widget,2013-10-12 06:57:23,1880.0,,widget,3.0
organic,apparatus,2013-12-21 19:11:37,905.0,charger,organic apparatus charger,90.0
miniature,widget,2013-10-29 22:28:09,3385.0,refill,miniature widget refill,1.3200000000000003
reflective,widget,2013-12-18 13:57:25,2286.0,wrapper,reflective widget wrapper,1.5600000000000003
fuzzy,contraption,2013-08-31 09:40:29,1100.0,charger,fuzzy contraption charger,50.0
prize-winning,module,2013-05-15 01:26:08,1647.0,,prize-winning module,110.00000000000001
aerodynamic,apparatus,2013-05-04 10:44:55,3581.0,how-to-manual,aerodynamic apparatus how-to-manual,0.0
miniature,apparatus,2013-09-02 10:22:11,41.0,opener,miniature apparatus opener,82.5
reflective,widget,2013-06-28 16:57:39,2237.0,refill,reflective widget refill,3.1200000000000006
matte,contraption,2013-06-07 22:23:15,3740.0,opener,matte contraption opener,156.25
rechargable,apparatus,2013-03-21 18:52:45,2137.0,,rechargable apparatus,390.0
reflective,dongle,2013-12-22 06:16:40,2182.0,,reflective dongle,39.0
digital,tool,2013-03-18 17:08:41,1014.0,how-to-manual,digital tool how-to-manual,0.0
miniature,mechanism,2013-03-23 01:09:10,635.0,refill,miniature mechanism refill,6.6000000000000005
aerodynamic,dongle,2013-03-22 03:32:34,754.0,how-to-manual,aerodynamic dongle how-to-manual,0.0
matte,instrument,2014-01-05 05:15:27,569.0,,matte instrument,55.0
prize-winning,contraption,2014-02-10 14:13:46,2828.0,,prize-winning contraption,275.0
matte,dongle,2013-08-03 07:44:43,860.0,,matte dongle,37.5
analog,device,2013-03-24 04:18:44,132.0,refill,analog device refill,36.0
rechargable,instrument,2014-02-13 19:47:34,2193.0,,rechargable instrument,57.2
analog,instrument,2013-12-02 07:26:15,656.0,carrying_case,analog instrument carrying_case,23.759999999999998
miniature,dongle,2014-01-31 09:28:48,1725.0,opener,miniature dongle opener,8.25
prize-winning,widget,2013-11-14 06:46:41,1150.0,cleaner,prize-winning widget cleaner,1.98
aerodynamic,gadget,2014-02-03 04:08:03,512.0,refill,aerodynamic gadget refill,99.67999999999999
